Simulation,Prey,Predator,DietPercent,NPredatorStagesObserved
0,MediumZooplankton,AtlanticTomcod,5.7811618750000004,2
0,MediumZooplankton,Benthopelagics,17.7328196955,3
0,MediumZooplankton,BlackSeaBass,30.032763000000003,3
0,MediumZooplankton,Flounders,0,2
0,MediumZooplankton,Goosefish,29.206007411666665,3
0,MediumZooplankton,Hakes,28.101221116666668,3
0,MediumZooplankton,MiscellaneousDemersals,17.920562441666668,3
0,MediumZooplankton,Scup,13.386758959117648,3
0,MediumZooplankton,ShallowDemersal,26.859366806666667,3
0,MediumZooplankton,SkateRays,0,2
0,MediumZooplankton,SpinyDogfish,0,2
0,MediumZooplankton,Squids,28.5982167,3
0,MediumZooplankton,StripedBass,28.6344983012,3
0,MediumZooplankton,WhitePerch,19.108229591,3
0,MediumZooplankton,WinterFlounder,0,2
0,MiscellaneousDemersals,AtlanticHerring,2.2141958029833337,3
0,MiscellaneousDemersals,AtlanticMackerel,3.5571426477333334,3
0,MiscellaneousDemersals,AtlanticTomcod,0.49030025952,2
0,MiscellaneousDemersals,Benthopelagics,0.10058046174666667,3
0,MiscellaneousDemersals,BlackSeaBass,2.299982800982435,3
0,MiscellaneousDemersals,Flounders,6.685451959575,2
0,MiscellaneousDemersals,Goosefish,2.4317617963658336,3
0,MiscellaneousDemersals,Hakes,3.8757649219378334,3
0,MiscellaneousDemersals,MiscellaneousDemersals,1.3748965494766667,3
0,MiscellaneousDemersals,Scup,1.4865824847211324,3
0,MiscellaneousDemersals,ShallowDemersal,3.1174742238215,3
0,MiscellaneousDemersals,SkateRays,3.821310759674125,2
0,MiscellaneousDemersals,SpinyDogfish,4.096853048325,2
0,MiscellaneousDemersals,Squids,4.605673243666667,3
0,MiscellaneousDemersals,StripedBass,4.262020613154742,3
0,MiscellaneousDemersals,WhitePerch,0.8576283676666666,3
0,MiscellaneousDemersals,WinterFlounder,7.191922940594,2
0,Scup,AtlanticHerring,0.48226587457992265,3
0,Scup,AtlanticMackerel,1.50440303251,3
0,Scup,AtlanticTomcod,0,2
0,Scup,Benthopelagics,0.08602131537781667,3
0,Scup,BlackSeaBass,1.7434346699024,3
0,Scup,Flounders,2.6087519945674997,2
0,Scup,Goosefish,1.5425239315395434,3
0,Scup,Hakes,2.4779810441785997,3
0,Scup,MiscellaneousDemersals,0.46285596602132734,3
0,Scup,Scup,0.1783668689662,3
0,Scup,ShallowDemersal,1.1564088632547334,3
0,Scup,SkateRays,2.66558123687627,2
0,Scup,SpinyDogfish,2.9175119305604253,2
0,Scup,Squids,2.7632459833366667,3
0,Scup,StripedBass,2.2369162284187833,3
0,Scup,WhitePerch,0,3
0,Scup,WinterFlounder,2.3654242985865,2
0,ShallowDemersal,AtlanticHerring,0.352321662393,3
0,ShallowDemersal,AtlanticMackerel,0.805234511521,3
0,ShallowDemersal,AtlanticTomcod,0.87190153625,2
0,ShallowDemersal,Benthopelagics,0.022441274390205004,3
0,ShallowDemersal,BlackSeaBass,0.5312671102744707,3
0,ShallowDemersal,Flounders,1.7071731944306399,2
0,ShallowDemersal,Goosefish,0.7100631907043045,3
0,ShallowDemersal,Hakes,0.9887440897168618,3
0,ShallowDemersal,MiscellaneousDemersals,0.31760483077886664,3
0,ShallowDemersal,Scup,0.26428972494001496,3
0,ShallowDemersal,ShallowDemersal,0.6950771249857184,3
0,ShallowDemersal,SkateRays,0.8249949042275,2
0,ShallowDemersal,SpinyDogfish,0.87799933409975,2
0,ShallowDemersal,Squids,1.6876504623978332,3
0,ShallowDemersal,StripedBass,1.2290383561211333,3
0,ShallowDemersal,WhitePerch,3.18549724665,3
0,ShallowDemersal,WinterFlounder,0.8326257234535,2
0,SkateRays,AtlanticHerring,8.1402917915e-4,3
0,SkateRays,AtlanticMackerel,0.3578866949333333,3
0,SkateRays,AtlanticTomcod,0,2
0,SkateRays,Benthopelagics,0,3
0,SkateRays,BlackSeaBass,0.5226816042781667,3
0,SkateRays,Flounders,7.6643453089,2
0,SkateRays,Goosefish,12.213334762750002,3
0,SkateRays,Hakes,3.780225420665,3
0,SkateRays,MiscellaneousDemersals,0.17249336520116665,3
0,SkateRays,Scup,0.16157071969928333,3
0,SkateRays,ShallowDemersal,0.57529353461805,3
0,SkateRays,SkateRays,0.0833439776775,2
0,SkateRays,SpinyDogfish,2.8095539629675,2
0,SkateRays,Squids,1.1210704985,3
0,SkateRays,StripedBass,8.674163502890666,3
0,SkateRays,WhitePerch,0,3
0,SkateRays,WinterFlounder,0.1047617987185,2
0,SmallPhytoplankton,AtlanticHerring,0,3
0,SmallPhytoplankton,AtlanticMackerel,0,3
0,SmallPhytoplankton,AtlanticTomcod,0,2
0,SmallPhytoplankton,Benthopelagics,0,3
0,SmallPhytoplankton,BlackSeaBass,0,3
0,SmallPhytoplankton,Flounders,0,2
0,SmallPhytoplankton,Goosefish,0,3
0,SmallPhytoplankton,Hakes,0,3
0,SmallPhytoplankton,MiscellaneousDemersals,0,3
0,SmallPhytoplankton,Scup,0,3
0,SmallPhytoplankton,ShallowDemersal,0,3
0,SmallPhytoplankton,SkateRays,0,2
0,SmallPhytoplankton,SpinyDogfish,0,2
0,SmallPhytoplankton,Squids,0,3
0,SmallPhytoplankton,StripedBass,0,3
0,SmallPhytoplankton,WhitePerch,0,3
0,SmallPhytoplankton,WinterFlounder,0,2
0,SmallZooplankton,AtlanticHerring,14.456264331666667,3
0,SmallZooplankton,AtlanticMackerel,2.6076997033333336,3
0,SmallZooplankton,AtlanticTomcod,5.599295,2
0,SmallZooplankton,Benthopelagics,16.220804649,3
0,SmallZooplankton,BlackSeaBass,9.165412428333333,3
0,SmallZooplankton,Flounders,0,2
0,SmallZooplankton,Goosefish,5.9665351499999995,3
0,SmallZooplankton,Hakes,10.500141678333334,3
0,SmallZooplankton,MiscellaneousDemersals,10.284227206666667,3
0,SmallZooplankton,Scup,9.634213634019607,3
0,SmallZooplankton,ShallowDemersal,13.451031675,3
0,SmallZooplankton,SkateRays,0,2
0,SmallZooplankton,SpinyDogfish,0,2
0,SmallZooplankton,Squids,6.703769635,3
0,SmallZooplankton,StripedBass,3.6840931500000003,3
0,SmallZooplankton,WhitePerch,9.571068642288889,3
0,SmallZooplankton,WinterFlounder,0,2
0,SpinyDogfish,AtlanticHerring,0,3
0,SpinyDogfish,AtlanticMackerel,0,3
0,SpinyDogfish,AtlanticTomcod,0,2
0,SpinyDogfish,Benthopelagics,0,3
0,SpinyDogfish,BlackSeaBass,3.2372065879333335e-5,3
0,SpinyDogfish,Flounders,0.02792106000675,2
0,SpinyDogfish,Goosefish,9.368967088361833,3
0,SpinyDogfish,Hakes,3.022339138e-4,3
0,SpinyDogfish,MiscellaneousDemersals,0,3
0,SpinyDogfish,Scup,0,3
0,SpinyDogfish,ShallowDemersal,0,3
0,SpinyDogfish,SkateRays,0.09809353115,2
0,SpinyDogfish,SpinyDogfish,0.1839780798525,2
0,SpinyDogfish,Squids,0,3
0,SpinyDogfish,StripedBass,3.8589899836721666,3
0,SpinyDogfish,WhitePerch,0,3
0,SpinyDogfish,WinterFlounder,0,2
0,Squids,AtlanticHerring,1.4349657498833335,3
0,Squids,AtlanticMackerel,9.075799028,3
0,Squids,AtlanticTomcod,0,2
0,Squids,Benthopelagics,0.014010660046416669,3
0,Squids,BlackSeaBass,9.437821913935,3
0,Squids,Flounders,22.3386853345,2
0,Squids,Goosefish,4.908613616201784,3
0,Squids,Hakes,17.583195464908332,3
0,Squids,MiscellaneousDemersals,3.772104928274333,3
0,Squids,Scup,7.80291971645217,3
0,Squids,ShallowDemersal,7.5010605939533335,3
0,Squids,SkateRays,16.436188135475,2
0,Squids,SpinyDogfish,20.970828369,2
0,Squids,Squids,20.2378768967,3
0,Squids,StripedBass,10.266826994276267,3
0,Squids,WhitePerch,0,3
0,Squids,WinterFlounder,15.878801178498499,2
0,StripedBass,AtlanticHerring,0.016216080450509145,3
0,StripedBass,AtlanticMackerel,8.409173550151952,3
0,StripedBass,AtlanticTomcod,4.3433412875e-8,2
0,StripedBass,Benthopelagics,1.6313123453266668e-8,3
0,StripedBass,BlackSeaBass,8.870507629581649e-4,3
0,StripedBass,Flounders,0.07478436473709,2
0,StripedBass,Goosefish,0.08046841931725032,3
0,StripedBass,Hakes,0.030338550222633424,3
0,StripedBass,MiscellaneousDemersals,0.011127372389778954,3
0,StripedBass,Scup,0.0016313109749241468,3
0,StripedBass,ShallowDemersal,0.06740787879850489,3
0,StripedBass,SkateRays,2.97902705235e-4,2
0,StripedBass,SpinyDogfish,0.016996280552702324,2
0,StripedBass,Squids,0.4150484232403199,3
0,StripedBass,StripedBass,0.022394323127340843,3
0,StripedBass,WhitePerch,2.5113288338166667e-6,3
0,StripedBass,WinterFlounder,0.08886302027740675,2
0,WhitePerch,AtlanticHerring,0.002408661962847925,3
0,WhitePerch,AtlanticMackerel,0,3
0,WhitePerch,AtlanticTomcod,2.99392539087425,2
0,WhitePerch,Benthopelagics,6.7295619923e-6,3
0,WhitePerch,BlackSeaBass,0,3
0,WhitePerch,Flounders,0.026243547433812377,2
0,WhitePerch,Goosefish,0,3
0,WhitePerch,Hakes,0,3
0,WhitePerch,MiscellaneousDemersals,2.3592299176666665e-7,3
0,WhitePerch,Scup,0,3
0,WhitePerch,ShallowDemersal,0.060172248886767664,3
0,WhitePerch,SkateRays,0,2
0,WhitePerch,SpinyDogfish,0,2
0,WhitePerch,Squids,0,3
0,WhitePerch,StripedBass,0.037146001607085775,3
0,WhitePerch,WhitePerch,0.0037201544677733333,3
0,WhitePerch,WinterFlounder,0.2983768894354662,2
0,WinterFlounder,AtlanticHerring,0.25851635788683336,3
0,WinterFlounder,AtlanticMackerel,0.5476659476576999,3
0,WinterFlounder,AtlanticTomcod,0.19623087777499998,2
0,WinterFlounder,Benthopelagics,0.004731767281716667,3
0,WinterFlounder,BlackSeaBass,0.17856603618846667,3
0,WinterFlounder,Flounders,0.8067750378815944,2
0,WinterFlounder,Goosefish,0.5275421902864333,3
0,WinterFlounder,Hakes,0.48865858890630004,3
0,WinterFlounder,MiscellaneousDemersals,0.18515168259083334,3
0,WinterFlounder,Scup,0.15532454231230167,3
0,WinterFlounder,ShallowDemersal,0.8616179893654999,3
0,WinterFlounder,SkateRays,0.43865806464,2
0,WinterFlounder,SpinyDogfish,0.42561962883655,2
0,WinterFlounder,Squids,1.2697149734905,3
0,WinterFlounder,StripedBass,1.1354565623560133,3
0,WinterFlounder,WhitePerch,1.2345594068608887,3
0,WinterFlounder,WinterFlounder,1.0269836271555002,2
1,AtlanticHerring,AtlanticHerring,0.40193674229182674,3
1,AtlanticHerring,AtlanticMackerel,2.654572459833333,3
1,AtlanticHerring,AtlanticTomcod,0.1415381644825,2
1,AtlanticHerring,Benthopelagics,0.08368615475166666,3
1,AtlanticHerring,BlackSeaBass,1.8172712470091001,3
1,AtlanticHerring,Flounders,6.1167658143749994,2
1,AtlanticHerring,Goosefish,1.1428570585272333,3
1,AtlanticHerring,Hakes,3.491816560596167,3
1,AtlanticHerring,MiscellaneousDemersals,1.2534331377799999,3
1,AtlanticHerring,Scup,1.3061515905476333,3
1,AtlanticHerring,ShallowDemersal,2.4667133863102166,3
1,AtlanticHerring,SkateRays,1.82461157149225,2
1,AtlanticHerring,SpinyDogfish,2.041373939875,2
1,AtlanticHerring,Squids,6.031305737,3
1,AtlanticHerring,StripedBass,3.7576191292233334,3
1,AtlanticHerring,WhitePerch,1.1423148769716667,3
1,AtlanticHerring,WinterFlounder,4.359380265842249,2
1,AtlanticMackerel,AtlanticHerring,0.11372522080276666,3
1,AtlanticMackerel,AtlanticMackerel,8.438078145594956,3
1,AtlanticMackerel,AtlanticTomcod,0,2
1,AtlanticMackerel,Benthopelagics,2.927771307e-4,3
1,AtlanticMackerel,BlackSeaBass,0.5922541195893031,3
1,AtlanticMackerel,Flounders,1.95029690855,2
1,AtlanticMackerel,Goosefish,4.476541060589667,3
1,AtlanticMackerel,Hakes,1.1858180367108666,3
1,AtlanticMackerel,MiscellaneousDemersals,0.2599422820565,3
1,AtlanticMackerel,Scup,0.2517455423685834,3
1,AtlanticMackerel,ShallowDemersal,0.41449637302625,3
1,AtlanticMackerel,SkateRays,3.0425765002,2
1,AtlanticMackerel,SpinyDogfish,4.96426744754925,2
1,AtlanticMackerel,Squids,1.2924548345944167,3
1,AtlanticMackerel,StripedBass,4.709060946230483,3
1,AtlanticMackerel,WhitePerch,0,3
1,AtlanticMackerel,WinterFlounder,2.0148174289494998,2
1,AtlanticTomcod,AtlanticHerring,0.0013413616920084665,3
1,AtlanticTomcod,AtlanticMackerel,0,3
1,AtlanticTomcod,AtlanticTomcod,0.09657036460940074,2
1,AtlanticTomcod,Benthopelagics,5.869757809453333e-7,3
1,AtlanticTomcod,BlackSeaBass,0,3
1,AtlanticTomcod,Flounders,0.005689966596922251,2
1,AtlanticTomcod,Goosefish,0,3
1,AtlanticTomcod,Hakes,0,3
1,AtlanticTomcod,MiscellaneousDemersals,0.004101364164491776,3
1,AtlanticTomcod,Scup,0,3
1,AtlanticTomcod,ShallowDemersal,0.020725503654084335,3
1,AtlanticTomcod,SkateRays,0,2
1,AtlanticTomcod,SpinyDogfish,0,2
1,AtlanticTomcod,Squids,0,3
1,AtlanticTomcod,StripedBass,0.003724786295683333,3
1,AtlanticTomcod,WhitePerch,5.460784055333333e-4,3
1,AtlanticTomcod,WinterFlounder,0.008917746821359625,2
1,Benthopelagics,AtlanticHerring,6.1657262014378,3
1,Benthopelagics,AtlanticMackerel,10.10462670266,3
1,Benthopelagics,AtlanticTomcod,33.299545060250004,2
1,Benthopelagics,Benthopelagics,0.0416383632915,3
1,Benthopelagics,BlackSeaBass,3.311875944782667,3
1,Benthopelagics,Flounders,2.416374591325,2
1,Benthopelagics,Goosefish,1.7069867022882954,3
1,Benthopelagics,Hakes,2.9814614685,3
1,Benthopelagics,MiscellaneousDemersals,2.668599128251,3
1,Benthopelagics,Scup,2.011047661441667,3
1,Benthopelagics,ShallowDemersal,8.82733336255484,3
1,Benthopelagics,SkateRays,5.79873706025,2
1,Benthopelagics,SpinyDogfish,4.496349733000001,2
1,Benthopelagics,Squids,10.131489056666666,3
1,Benthopelagics,StripedBass,3.8082648861666666,3
1,Benthopelagics,WhitePerch,15.077433602206668,3
1,Benthopelagics,WinterFlounder,15.833342122836001,2
1,Benthos,AtlanticHerring,0,3
1,Benthos,AtlanticMackerel,0,3
1,Benthos,AtlanticTomcod,40.452863,2
1,Benthos,Benthopelagics,0,3
1,Benthos,BlackSeaBass,35.161580566666665,3
1,Benthos,Flounders,23.267408425,2
1,Benthos,Goosefish,13.694580166666666,3
1,Benthos,Hakes,18.784945016666665,3
1,Benthos,MiscellaneousDemersals,48.4969095,3
1,Benthos,Scup,48.56181166666667,3
1,Benthos,ShallowDemersal,0,3
1,Benthos,SkateRays,63.3494171,2
1,Benthos,SpinyDogfish,54.48724025,2
1,Benthos,Squids,0,3
1,Benthos,StripedBass,11.969656016512111,3
1,Benthos,WhitePerch,44.530084055555555,3
1,Benthos,WinterFlounder,25.376630125,2
1,BlackSeaBass,AtlanticHerring,0.8347473240176218,3
1,BlackSeaBass,AtlanticMackerel,1.3143931616733333,3
1,BlackSeaBass,AtlanticTomcod,0,2
1,BlackSeaBass,Benthopelagics,0.031327375344433334,3
1,BlackSeaBass,BlackSeaBass,0.655616458172857,3
1,BlackSeaBass,Flounders,0.61256320685575,2
1,BlackSeaBass,Goosefish,0.48920669741025,3
1,BlackSeaBass,Hakes,0.4449812903057833,3
1,BlackSeaBass,MiscellaneousDemersals,0.14948353232651668,3
1,BlackSeaBass,Scup,0.11447756314587666,3
1,BlackSeaBass,ShallowDemersal,1.3560044190087666,3
1,BlackSeaBass,SkateRays,0.4426397905875,2
1,BlackSeaBass,SpinyDogfish,0.543433496935,2
1,BlackSeaBass,Squids,1.753860745875,3
1,BlackSeaBass,StripedBass,0.6963473737970918,3
1,BlackSeaBass,WhitePerch,0,3
1,BlackSeaBass,WinterFlounder,0.417763692425425,2
1,Diazotrophs,AtlanticHerring,0,3
